Date,Symbol,Long,Short,Change Long,Change Short,Net positions,Total positions,Open interest
2017-05-30 00:00:00,CHEESE (CASH,4815,19270,-360,-279,-14455,24085,27123
2017-04-04 00:00:00,CHEESE (CASH,7782,22961,-183,344,-15179,30743,31854
2017-04-11 00:00:00,CHEESE (CASH,7136,21711,-646,-1250,-14575,28847,29878
2017-04-18 00:00:00,CHEESE (CASH,6982,22104,-154,393,-15122,29086,30524
2017-04-25 00:00:00,CHEESE (CASH,6988,22367,6,263,-15379,29355,30971
2017-03-07 00:00:00,CHEESE (CASH,7603,20232,180,-298,-12629,27835,28426
2017-03-14 00:00:00,CHEESE (CASH,7864,20915,261,683,-13051,28779,29476
2017-03-21 00:00:00,CHEESE (CASH,7986,22126,122,1211,-14140,30112,30739
2017-03-28 00:00:00,CHEESE (CASH,7965,22617,-21,491,-14652,30582,31475
2017-02-07 00:00:00,CHEESE (CASH,6338,16173,127,-458,-9835,22511,23025
2017-02-14 00:00:00,CHEESE (CASH,6505,16895,167,722,-10390,23400,24145
2017-02-21 00:00:00,CHEESE (CASH,6630,18464,125,1569,-11834,25094,25660
2017-02-28 00:00:00,CHEESE (CASH,7423,20530,793,2066,-13107,27953,28427
2017-01-03 00:00:00,CHEESE (CASH,8565,6420,0,0,2145,14985,24231
2017-01-10 00:00:00,CHEESE (CASH,4691,14082,-511,-1921,-9391,18773,20646
2017-01-17 00:00:00,CHEESE (CASH,5006,14455,315,373,-9449,19461,21244
2017-01-24 00:00:00,CHEESE (CASH,5456,14917,450,462,-9461,20373,22007
2017-01-31 00:00:00,CHEESE (CASH,6211,16631,755,1714,-10420,22842,24242
2016-12-06 00:00:00,CHEESE (CASH,4236,14369,318,-1483,-10133,18605,21775
2016-12-13 00:00:00,CHEESE (CASH,4534,14741,298,372,-10207,19275,22252
2016-12-20 00:00:00,CHEESE (CASH,4949,15272,415,531,-10323,20221,22973
2016-12-27 00:00:00,CHEESE (CASH,5140,15989,191,717,-10849,21129,23947
2016-11-01 00:00:00,CHEESE (CASH,2801,15723,183,594,-12922,18524,25502
2016-11-08 00:00:00,CHEESE (CASH,3308,14541,507,-1182,-11233,17849,22687
2016-11-15 00:00:00,CHEESE (CASH,3526,14947,218,406,-11421,18473,23114
2016-11-22 00:00:00,CHEESE (CASH,3643,15399,117,452,-11756,19042,23880
2016-11-29 00:00:00,CHEESE (CASH,3918,15852,275,453,-11934,19770,24382
2016-10-04 00:00:00,CHEESE (CASH,2055,15346,222,1091,-13291,17401,26125
2016-10-11 00:00:00,CHEESE (CASH,1878,14174,-177,-1172,-12296,16052,23353
2016-10-18 00:00:00,CHEESE (CASH,1987,14332,109,158,-12345,16319,24073
2016-10-25 00:00:00,CHEESE (CASH,2618,15129,631,797,-12511,17747,24998
2016-09-06 00:00:00,CHEESE (CASH,1345,12421,-599,-2566,-11076,13766,22927
2016-09-13 00:00:00,CHEESE (CASH,1495,12766,150,345,-11271,14261,23146
2016-09-20 00:00:00,CHEESE (CASH,1445,12744,-50,-22,-11299,14189,23277
2016-09-27 00:00:00,CHEESE (CASH,1833,14255,388,1511,-12422,16088,24952
2016-08-02 00:00:00,CHEESE (CASH,2090,15721,77,303,-13631,17811,28296
2016-08-09 00:00:00,CHEESE (CASH,1580,12750,-510,-2971,-11170,14330,24086
2016-08-16 00:00:00,CHEESE (CASH,1635,13173,55,423,-11538,14808,24449
2016-08-23 00:00:00,CHEESE (CASH,1753,14035,118,862,-12282,15788,25325
2016-08-30 00:00:00,CHEESE (CASH,1944,14987,191,952,-13043,16931,26606
2016-07-05 00:00:00,CHEESE (CASH,1962,14134,-420,-2589,-12172,16096,26709
2016-07-12 00:00:00,CHEESE (CASH,1827,14708,-135,574,-12881,16535,27198
2016-07-19 00:00:00,CHEESE (CASH,1987,14967,160,259,-12980,16954,27502
2016-07-26 00:00:00,CHEESE (CASH,2013,15418,26,451,-13405,17431,27895
2016-06-07 00:00:00,CHEESE (CASH,2264,15776,-821,-3293,-13512,18040,29969
2016-06-14 00:00:00,CHEESE (CASH,2517,16821,253,1045,-14304,19338,30378
2016-06-21 00:00:00,CHEESE (CASH,2545,16508,28,-313,-13963,19053,30391
2016-06-28 00:00:00,CHEESE (CASH,2382,16723,-163,215,-14341,19105,30456
2016-05-03 00:00:00,CHEESE (CASH,3369,20872,328,1634,-17503,24241,34512
2016-05-10 00:00:00,CHEESE (CASH,2888,18549,-481,-2323,-15661,21437,31881
2016-05-17 00:00:00,CHEESE (CASH,2911,18696,23,147,-15785,21607,32811
2016-05-24 00:00:00,CHEESE (CASH,3011,19057,100,361,-16046,22068,33184
2016-05-31 00:00:00,CHEESE (CASH,3085,19069,74,12,-15984,22154,33646
2016-04-05 00:00:00,CHEESE (CASH,3177,18893,-580,-3057,-15716,22070,31850
2016-04-12 00:00:00,CHEESE (CASH,3151,18944,-26,51,-15793,22095,32094
2016-04-19 00:00:00,CHEESE (CASH,3168,19177,17,233,-16009,22345,32547
2016-04-26 00:00:00,CHEESE (CASH,3041,19238,-127,61,-16197,22279,32988
2016-03-01 00:00:00,CHEESE (CASH,3995,23189,254,1428,-19194,27184,35955
2016-03-08 00:00:00,CHEESE (CASH,3330,20516,-665,-2673,-17186,23846,33116
2016-03-15 00:00:00,CHEESE (CASH,3352,21730,22,1214,-18378,25082,34716
2016-03-22 00:00:00,CHEESE (CASH,3598,21790,246,60,-18192,25388,35302
2016-03-29 00:00:00,CHEESE (CASH,3757,21950,159,160,-18193,25707,35771
2016-02-02 00:00:00,CHEESE (CASH,3680,21519,121,454,-17839,25199,32887
2016-02-09 00:00:00,CHEESE (CASH,3618,19618,-62,-1901,-16000,23236,30380
2016-02-16 00:00:00,CHEESE (CASH,3613,20389,-5,771,-16776,24002,31240
2016-02-23 00:00:00,CHEESE (CASH,3741,21761,128,1372,-18020,25502,33343
2016-01-05 00:00:00,CHEESE (CASH,3193,18888,-430,-1252,-15695,22081,29158
2016-01-12 00:00:00,CHEESE (CASH,3309,19778,116,890,-16469,23087,30961
2016-01-19 00:00:00,CHEESE (CASH,3323,20319,14,541,-16996,23642,31452
2016-01-26 00:00:00,CHEESE (CASH,3559,21065,236,746,-17506,24624,32348
2015-12-01 00:00:00,CHEESE (CASH,2371,14989,154,693,-12618,17360,27664
2015-12-08 00:00:00,CHEESE (CASH,2503,14659,132,-330,-12156,17162,25656
2015-12-15 00:00:00,CHEESE (CASH,3011,16440,508,1781,-13429,19451,28160
2015-12-22 00:00:00,CHEESE (CASH,3316,19150,305,2710,-15834,22466,31323
2015-12-29 00:00:00,CHEESE (CASH,3623,20140,307,990,-16517,23763,32308
2015-11-03 00:00:00,CHEESE (CASH,2273,12877,319,922,-10604,15150,25472
2015-11-10 00:00:00,CHEESE (CASH,1911,11818,-362,-1059,-9907,13729,23179
2015-11-17 00:00:00,CHEESE (CASH,2271,12907,360,1089,-10636,15178,25269
2015-11-24 00:00:00,CHEESE (CASH,2217,14296,-54,1389,-12079,16513,26720
2015-10-06 00:00:00,CHEESE (CASH,1816,10574,-533,-1804,-8758,12390,22234
2015-10-13 00:00:00,CHEESE (CASH,1714,10971,-102,397,-9257,12685,23032
2015-10-20 00:00:00,CHEESE (CASH,1846,11400,132,429,-9554,13246,23719
2015-10-27 00:00:00,CHEESE (CASH,1954,11955,108,555,-10001,13909,24182
2015-09-01 00:00:00,CHEESE (CASH,2463,13528,-95,-253,-11065,15991,26638
2015-09-08 00:00:00,CHEESE (CASH,2085,11408,-378,-2120,-9323,13493,23116
2015-09-15 00:00:00,CHEESE (CASH,2088,11655,3,247,-9567,13743,23490
2015-09-22 00:00:00,CHEESE (CASH,2251,11890,163,235,-9639,14141,24273
2015-09-29 00:00:00,CHEESE (CASH,2349,12378,98,488,-10029,14727,25164
2015-08-04 00:00:00,CHEESE (CASH,2866,16526,47,553,-13660,19392,29177
2015-08-11 00:00:00,CHEESE (CASH,2489,13703,-377,-2823,-11214,16192,25587
2015-08-18 00:00:00,CHEESE (CASH,2568,13839,79,136,-11271,16407,26267
2015-08-25 00:00:00,CHEESE (CASH,2558,13781,-10,-58,-11223,16339,26502
2015-07-07 00:00:00,CHEESE (CASH,2282,12891,-354,-2608,-10609,15173,24074
2015-07-14 00:00:00,CHEESE (CASH,2552,13459,270,568,-10907,16011,25149
2015-07-21 00:00:00,CHEESE (CASH,2913,15104,361,1645,-12191,18017,27674
2015-07-28 00:00:00,CHEESE (CASH,2819,15973,-94,869,-13154,18792,28551
2015-06-02 00:00:00,CHEESE (CASH,2401,17181,-162,127,-14780,19582,28511
