Date,Symbol,Long,Short,Change Long,Change Short,Net positions,Total positions,Open interest
2017-11-21 00:00:00,JAPANESE YEN ,44382,166984,-4965,-18362,-122602,211366,261019
2017-11-28 00:00:00,JAPANESE YEN ,39793,150433,-4589,-16551,-110640,190226,244536
2017-10-03 00:00:00,JAPANESE YEN ,58770,143413,15807,29103,-84643,202183,246889
2017-10-10 00:00:00,JAPANESE YEN ,51655,153074,-7115,9661,-101419,204729,254124
2017-10-17 00:00:00,JAPANESE YEN ,55010,156296,3355,3222,-101286,211306,257087
2017-10-24 00:00:00,JAPANESE YEN ,60077,176934,5067,20638,-116857,237011,282230
2017-10-31 00:00:00,JAPANESE YEN ,54585,173454,-5492,-3480,-118869,228039,277706
2017-09-05 00:00:00,JAPANESE YEN ,47285,120230,3396,7817,-72945,167515,213200
2017-09-12 00:00:00,JAPANESE YEN ,40642,97939,-6643,-22291,-57297,138581,200444
2017-09-19 00:00:00,JAPANESE YEN ,42435,93757,1793,-4182,-51322,136192,185352
2017-09-26 00:00:00,JAPANESE YEN ,42963,114310,528,20553,-71347,157273,207097
2017-08-01 00:00:00,JAPANESE YEN ,36445,148641,8427,-866,-112196,185086,242876
2017-08-08 00:00:00,JAPANESE YEN ,39810,135623,3365,-13018,-95813,175433,232827
2017-08-15 00:00:00,JAPANESE YEN ,43308,120800,3498,-14823,-77492,164108,215090
2017-08-22 00:00:00,JAPANESE YEN ,45162,119248,1854,-1552,-74086,164410,215457
2017-08-29 00:00:00,JAPANESE YEN ,43889,112413,-1273,-6835,-68524,156302,209890
2017-07-03 00:00:00,JAPANESE YEN ,43648,118684,5394,19080,-75036,162332,207597
2017-07-11 00:00:00,JAPANESE YEN ,40778,152903,-2870,34219,-112125,193681,239786
2017-07-18 00:00:00,JAPANESE YEN ,37419,164338,-3359,11435,-126919,201757,250071
2017-07-25 00:00:00,JAPANESE YEN ,28018,149507,-9401,-14831,-121489,177525,235140
2017-06-06 00:00:00,JAPANESE YEN ,39736,94763,-3668,-916,-55027,134499,225549
2017-06-13 00:00:00,JAPANESE YEN ,34160,84713,-5576,-10050,-50553,118873,210617
2017-06-20 00:00:00,JAPANESE YEN ,39498,89457,5338,4744,-49959,128955,171840
2017-06-27 00:00:00,JAPANESE YEN ,38254,99604,-1244,10147,-61350,137858,183705
2017-05-02 00:00:00,JAPANESE YEN ,37519,68002,-11019,-7405,-30483,105521,196845
2017-05-09 00:00:00,JAPANESE YEN ,42635,78942,5116,10940,-36307,121577,203140
2017-05-16 00:00:00,JAPANESE YEN ,41963,101971,-672,23029,-60008,143934,222510
2017-05-23 00:00:00,JAPANESE YEN ,41920,93576,-43,-8395,-51656,135496,211298
2017-05-30 00:00:00,JAPANESE YEN ,43404,95679,1484,2103,-52275,139083,213727
2017-04-04 00:00:00,JAPANESE YEN ,41313,87113,-1573,-8954,-45800,128426,194368
2017-04-11 00:00:00,JAPANESE YEN ,43316,78080,2003,-9033,-34764,121396,198381
2017-04-18 00:00:00,JAPANESE YEN ,45761,76224,2445,-1856,-30463,121985,203617
2017-04-25 00:00:00,JAPANESE YEN ,48538,75407,2777,-817,-26869,123945,204179
2017-03-07 00:00:00,JAPANESE YEN ,39203,93903,10191,14874,-54700,133106,217982
2017-03-14 00:00:00,JAPANESE YEN ,35563,106860,-3640,12957,-71297,142423,202647
2017-03-21 00:00:00,JAPANESE YEN ,35039,102026,-524,-4834,-66987,137065,191626
2017-03-28 00:00:00,JAPANESE YEN ,42886,96067,7847,-5959,-53181,138953,197542
2017-02-07 00:00:00,JAPANESE YEN ,25874,80934,-6342,-9613,-55060,106808,201632
2017-02-14 00:00:00,JAPANESE YEN ,27701,78985,1827,-1949,-51284,106686,204277
2017-02-21 00:00:00,JAPANESE YEN ,29954,80116,2253,1131,-50162,110070,205223
2017-02-28 00:00:00,JAPANESE YEN ,29012,79029,-942,-1087,-50017,108041,204602
2017-01-03 00:00:00,JAPANESE YEN ,8565,6420,0,0,2145,14985,220120
2017-01-10 00:00:00,JAPANESE YEN ,26041,105880,-11921,-18846,-79839,131921,209488
2017-01-17 00:00:00,JAPANESE YEN ,28560,106390,2519,510,-77830,134950,211752
2017-01-24 00:00:00,JAPANESE YEN ,27127,93967,-1433,-12423,-66840,121094,196765
2017-01-31 00:00:00,JAPANESE YEN ,32216,90547,5089,-3420,-58331,122763,204494
2016-12-06 00:00:00,JAPANESE YEN ,74367,108304,2243,35911,-33937,182671,235915
2016-12-13 00:00:00,JAPANESE YEN ,62432,125861,-11935,17557,-63429,188293,285274
2016-12-20 00:00:00,JAPANESE YEN ,64200,139649,1768,13788,-75449,203849,220435
2016-12-27 00:00:00,JAPANESE YEN ,40565,127574,-23635,-12075,-87009,168139,219343
2016-11-01 00:00:00,JAPANESE YEN ,81010,37850,-1375,60,43160,118860,165124
2016-11-08 00:00:00,JAPANESE YEN ,72619,40663,-8391,2813,31956,113282,164328
2016-11-15 00:00:00,JAPANESE YEN ,67085,46409,-5534,5746,20676,113494,170967
2016-11-22 00:00:00,JAPANESE YEN ,71183,60283,4098,13874,10900,131466,187684
2016-11-29 00:00:00,JAPANESE YEN ,72124,72393,941,12110,-269,144517,202171
2016-10-04 00:00:00,JAPANESE YEN ,101986,33291,4554,4751,68695,135277,157574
2016-10-11 00:00:00,JAPANESE YEN ,79279,33370,-22707,79,45909,112649,150394
2016-10-18 00:00:00,JAPANESE YEN ,74966,37975,-4313,4605,36991,112941,156607
2016-10-25 00:00:00,JAPANESE YEN ,82385,37790,7419,-185,44595,120175,163040
2016-09-06 00:00:00,JAPANESE YEN ,83968,29479,-7602,1570,54489,113447,159342
2016-09-13 00:00:00,JAPANESE YEN ,86140,29294,2172,-185,56846,115434,167340
2016-09-20 00:00:00,JAPANESE YEN ,85117,26332,-1023,-2962,58785,111449,140738
2016-09-27 00:00:00,JAPANESE YEN ,97432,28540,12315,2208,68892,125972,155170
2016-08-02 00:00:00,JAPANESE YEN ,76575,34875,2501,-4241,41700,111450,156696
2016-08-09 00:00:00,JAPANESE YEN ,86719,37888,10144,3013,48831,124607,167011
2016-08-16 00:00:00,JAPANESE YEN ,88273,32267,1554,-5621,56006,120540,165905
2016-08-23 00:00:00,JAPANESE YEN ,90387,30071,2114,-2196,60316,120458,164756
2016-08-30 00:00:00,JAPANESE YEN ,91570,27909,1183,-2162,63661,119479,164329
2016-07-05 00:00:00,JAPANESE YEN ,87037,23469,1544,-2274,63568,110506,150417
2016-07-12 00:00:00,JAPANESE YEN ,85364,37819,-1673,14350,47545,123183,161262
2016-07-19 00:00:00,JAPANESE YEN ,79864,40511,-5500,2692,39353,120375,158366
2016-07-26 00:00:00,JAPANESE YEN ,74074,39116,-5790,-1395,34958,113190,159869
2016-06-07 00:00:00,JAPANESE YEN ,68237,25384,21273,-6743,42853,93621,180894
2016-06-14 00:00:00,JAPANESE YEN ,77703,22013,9466,-3371,55690,99716,139052
2016-06-21 00:00:00,JAPANESE YEN ,79398,27102,1695,5089,52296,106500,144710
2016-06-28 00:00:00,JAPANESE YEN ,85493,25743,6095,-1359,59750,111236,143117
2016-05-03 00:00:00,JAPANESE YEN ,85627,24106,-11843,-6866,61521,109733,161529
2016-05-10 00:00:00,JAPANESE YEN ,88897,29850,3270,5744,59047,118747,165549
2016-05-17 00:00:00,JAPANESE YEN ,86165,27246,-2732,-2604,58919,113411,158909
2016-05-24 00:00:00,JAPANESE YEN ,54792,32733,-31373,5487,22059,87525,159833
2016-05-31 00:00:00,JAPANESE YEN ,46964,32127,-7828,-606,14837,79091,156499
2016-04-05 00:00:00,JAPANESE YEN ,98130,38057,13260,7574,60073,136187,166831
2016-04-12 00:00:00,JAPANESE YEN ,100120,33930,1990,-4127,66190,134050,173515
2016-04-19 00:00:00,JAPANESE YEN ,105710,33840,5590,-90,71870,139550,179888
2016-04-26 00:00:00,JAPANESE YEN ,97470,30972,-8240,-2868,66498,128442,168767
2016-03-01 00:00:00,JAPANESE YEN ,94070,34445,1694,-5197,59625,128515,261679
2016-03-08 00:00:00,JAPANESE YEN ,93867,29534,-203,-4911,64333,123401,289879
2016-03-15 00:00:00,JAPANESE YEN ,79426,33937,-14441,4403,45489,113363,140084
2016-03-22 00:00:00,JAPANESE YEN ,82812,29466,3386,-4471,53346,112278,146421
2016-03-29 00:00:00,JAPANESE YEN ,84870,30483,2058,1017,54387,115353,148292
2016-02-02 00:00:00,JAPANESE YEN ,82108,44863,-10520,2261,37245,126971,237289
2016-02-09 00:00:00,JAPANESE YEN ,75811,32579,-6297,-12284,43232,108390,237081
2016-02-16 00:00:00,JAPANESE YEN ,84518,36617,8707,4038,47901,121135,248985
2016-02-23 00:00:00,JAPANESE YEN ,92376,39642,7858,3025,52734,132018,257064
2016-01-05 00:00:00,JAPANESE YEN ,67471,63368,22463,1134,4103,130839,220707
2016-01-12 00:00:00,JAPANESE YEN ,78385,53119,10914,-10249,25266,131504,241366
2016-01-19 00:00:00,JAPANESE YEN ,84485,46832,6100,-6287,37653,131317,247614
2016-01-26 00:00:00,JAPANESE YEN ,92628,42602,8143,-4230,50026,135230,250711
2015-12-01 00:00:00,JAPANESE YEN ,31228,106129,951,-1484,-74901,137357,253505
2015-12-08 00:00:00,JAPANESE YEN ,26400,94450,-4828,-11679,-68050,120850,246055
2015-12-15 00:00:00,JAPANESE YEN ,37301,63881,10901,-30569,-26580,101182,194196
2015-12-22 00:00:00,JAPANESE YEN ,37677,68044,376,4163,-30367,105721,197375
2015-12-29 00:00:00,JAPANESE YEN ,45008,62234,7331,-5810,-17226,107242,196825
2015-11-03 00:00:00,JAPANESE YEN ,41489,85276,5052,14928,-43787,126765,204271
2015-11-10 00:00:00,JAPANESE YEN ,35081,101969,-6408,16693,-66888,137050,234202
2015-11-17 00:00:00,JAPANESE YEN ,34475,113086,-606,11117,-78611,147561,250346
2015-11-24 00:00:00,JAPANESE YEN ,30277,107613,-4198,-5473,-77336,137890,247513
